person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,latitude,longitude,state_name
"Corporal Harry Leroy Kinikin, Jr.","Prince George's County Police Department, MD","EOW: Saturday, January 13, 1990",Cause of Death: Stabbed,Stabbed,1/13/1990,1990,FALSE,Prince George's County Police Department,MD,Annapolis,38.978764,-76.490936,Maryland
Patrolman John Joseph Kerr,"Union City Police Department, PA","EOW: Sunday, January 14, 1990",Cause of Death: Gunfire,Gunfire,1/14/1990,1990,FALSE,Union City Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Trooper Randy Joe Littlefield,"Oklahoma Highway Patrol, OK","EOW: Monday, January 15, 1990",Cause of Death: Struck by vehicle,Struck by vehicle,1/15/1990,1990,FALSE,Oklahoma Highway Patrol,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Trooper Raymond L. Hawn,"Washington State Patrol, WA","EOW: Wednesday, January 17, 1990",Cause of Death: Struck by vehicle,Struck by vehicle,1/17/1990,1990,FALSE,Washington State Patrol,WA,Olympia,47.035805,-122.905014,Washington
Correctional Officer Walter Owen Fulford,"Georgia Department of Corrections, GA","EOW: Wednesday, January 24, 1990",Cause of Death: Accidental,Accidental,1/24/1990,1990,FALSE,Georgia Department of Corrections,GA,Atlanta,33.749027,-84.388229,Georgia
Deputy Sheriff Thomas Alan Cone,"Edgecombe County Sheriff's Office, NC","EOW: Thursday, January 25, 1990",Cause of Death: Vehicular assault,Vehicular assault,1/25/1990,1990,FALSE,Edgecombe County Sheriff's Office,NC,Raleigh,35.78043,-78.639099,North Carolina
Officer Philip J. Stabile,"Long Beach Community College District Police Department, CA","EOW: Friday, January 26, 1990",Cause of Death: Assault,Assault,1/26/1990,1990,FALSE,Long Beach Community College District Police Department,CA,Sacramento,38.576668,-121.493629,California
Lieutenant Joseph Francis Adamy,"Amherst Police Department, NY","EOW: Saturday, January 27, 1990",Cause of Death: Vehicular assault,Vehicular assault,1/27/1990,1990,FALSE,Amherst Police Department,NY,Albany,42.652843,-73.757874,New York
Sergeant Timothy David White,"Stockton Police Department, CA","EOW: Sunday, February 4, 1990",Cause of Death: Assault,Assault,2/4/1990,1990,FALSE,Stockton Police Department,CA,Sacramento,38.576668,-121.493629,California
Police Officer Robert Louis Shultis,"San Bernardino Police Department, CA","EOW: Saturday, February 10, 1990",Cause of Death: Struck by vehicle,Struck by vehicle,2/10/1990,1990,FALSE,San Bernardino Police Department,CA,Sacramento,38.576668,-121.493629,California
Officer Roy O'Neal Coleman,"Butler Police Department, AL","EOW: Wednesday, February 14, 1990",Cause of Death: Heart attack,Heart attack,2/14/1990,1990,FALSE,Butler Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Detective Dennis J. Wustenhoff,"Suffolk County Police Department, NY","EOW: Thursday, February 15, 1990",Cause of Death: Bomb,Bomb,2/15/1990,1990,FALSE,Suffolk County Police Department,NY,Albany,42.652843,-73.757874,New York
"Deputy John W. Greeney, III","Broward County Sheriff's Office, FL","EOW: Saturday, February 17, 1990",Cause of Death: Gunfire,Gunfire,2/17/1990,1990,FALSE,Broward County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
Deputy Sheriff William Ricky Hudson,"Ben Hill County Sheriff's Office, GA","EOW: Thursday, February 22, 1990",Cause of Death: Vehicle pursuit,Vehicle pursuit,2/22/1990,1990,FALSE,Ben Hill County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
Deputy Sheriff Ethelbert Wainscott,"Jessamine County Sheriff's Department, KY","EOW: Saturday, February 24, 1990",Cause of Death: Heart attack,Heart attack,2/24/1990,1990,FALSE,Jessamine County Sheriff's Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Police Officer Sherdard Raymund Brison,"Detroit Police Department, MI","EOW: Monday, March 5, 1990",Cause of Death: Gunfire,Gunfire,3/5/1990,1990,FALSE,Detroit Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Investigator Joseph Thomas Aversa,"New York State Police, NY","EOW: Monday, March 5, 1990",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),3/5/1990,1990,FALSE,New York State Police,NY,Albany,42.652843,-73.757874,New York
Officer Anthony James Cilurso,"Warner Robins Police Department, GA","EOW: Monday, March 5, 1990",Cause of Death: Vehicular assault,Vehicular assault,3/5/1990,1990,FALSE,Warner Robins Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
Sergeant Charles Lendy Freeman,"Aiken County Sheriff's Office, SC","EOW: Tuesday, March 6, 1990",Cause of Death: Assault,Assault,3/6/1990,1990,FALSE,Aiken County Sheriff's Office,SC,Columbia,34.000343,-81.033211,South Carolina
Chief of Police Orville Edwin Sharbono,"Fairview Police Department, MT","EOW: Saturday, March 17, 1990",Cause of Death: Gunfire,Gunfire,3/17/1990,1990,FALSE,Fairview Police Department,MT,Helena,46.585709,-112.018417,Montana
"Patrolman Thomas J. Duggan, Sr.","Lawrence Police Department, MA","EOW: Monday, March 19, 1990",Cause of Death: Assault,Assault,3/19/1990,1990,FALSE,Lawrence Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
Deputy Sheriff Thomas L. Reuter,"Grant County Sheriff's Department, WI","EOW: Monday, March 19, 1990",Cause of Death: Gunfire,Gunfire,3/19/1990,1990,FALSE,Grant County Sheriff's Department,WI,Madison,43.074684,-89.384445,Wisconsin
Trooper Kevin J. Mallon,"Delaware State Police, DE","EOW: Tuesday, March 20, 1990",Cause of Death: Automobile accident,Automobile accident,3/20/1990,1990,FALSE,Delaware State Police,DE,Dover,39.157307,-75.519722,Delaware
"Police Officer Earl Joseph Hauck, II","New Orleans Police Department, LA","EOW: Thursday, March 22, 1990",Cause of Death: Gunfire,Gunfire,3/22/1990,1990,FALSE,New Orleans Police Department,LA,Baton Rouge,30.457069,-91.187393,Louisiana
"Corporal Theodore Dennis Wolf, Sr.","Maryland State Police, MD","EOW: Thursday, March 29, 1990",Cause of Death: Gunfire,Gunfire,3/29/1990,1990,FALSE,Maryland State Police,MD,Annapolis,38.978764,-76.490936,Maryland
Deputy Sheriff David Lee Braunholz,"Fort Bend County Sheriff's Office, TX","EOW: Monday, April 9, 1990",Cause of Death: Automobile accident,Automobile accident,4/9/1990,1990,FALSE,Fort Bend County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Sergeant Gary Dale Wilson,"Duluth Police Department, MN","EOW: Tuesday, April 10, 1990",Cause of Death: Gunfire,Gunfire,4/10/1990,1990,FALSE,Duluth Police Department,MN,St. Paul,44.955097,-93.102211,Minnesota
Patrolman Grady Morris Lamb,"Cedar Hill Police Department, TX","EOW: Wednesday, April 11, 1990",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),4/11/1990,1990,FALSE,Cedar Hill Police Department,TX,Austin,30.27467,-97.740349,Texas
Trooper Duane L. Grundy,"Oklahoma Highway Patrol, OK","EOW: Wednesday, April 11, 1990",Cause of Death: Struck by vehicle,Struck by vehicle,4/11/1990,1990,FALSE,Oklahoma Highway Patrol,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Detective Albert Leppert,"North Charleston Police Department, SC","EOW: Wednesday, April 11, 1990",Cause of Death: Heart attack,Heart attack,4/11/1990,1990,FALSE,North Charleston Police Department,SC,Columbia,34.000343,-81.033211,South Carolina
Police Officer Roger Carl Henarie,"San Antonio Police Department, TX","EOW: Friday, April 13, 1990",Cause of Death: Automobile accident,Automobile accident,4/13/1990,1990,FALSE,San Antonio Police Department,TX,Austin,30.27467,-97.740349,Texas
"Commander Isiah Nelson, III","San Francisco Police Department, CA","EOW: Saturday, April 14, 1990",Cause of Death: Motorcycle accident,Motorcycle accident,4/14/1990,1990,FALSE,San Francisco Police Department,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff Rodney Kevin Kinzy,"Washington County Sheriff's Office, OH","EOW: Tuesday, April 17, 1990",Cause of Death: Gunfire,Gunfire,4/17/1990,1990,FALSE,Washington County Sheriff's Office,OH,Columbus,39.961346,-82.999069,Ohio
Deputy Sheriff Russell Richard Bell,"Beaufort County Sheriff's Department, SC","EOW: Tuesday, April 17, 1990",Cause of Death: Gunfire,Gunfire,4/17/1990,1990,FALSE,Beaufort County Sheriff's Department,SC,Columbia,34.000343,-81.033211,South Carolina
Deputy Danny Lee Elbert,"Johnson County Sheriff's Office, GA","EOW: Thursday, April 19, 1990",Cause of Death: Gunfire,Gunfire,4/19/1990,1990,FALSE,Johnson County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
Deputy Sheriff Donald Terry Garrison,"Cobb County Sheriff's Office, GA","EOW: Friday, April 27, 1990",Cause of Death: Automobile accident,Automobile accident,4/27/1990,1990,FALSE,Cobb County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
Police Officer Joseph Preston Martin,"Metro-Dade Police Department, FL","EOW: Friday, April 27, 1990",Cause of Death: Gunfire,Gunfire,4/27/1990,1990,FALSE,Metro-Dade Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Officer Donald Lee Ferguson,"Albany Police Department, KY","EOW: Saturday, April 28, 1990",Cause of Death: Vehicular assault,Vehicular assault,4/28/1990,1990,FALSE,Albany Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Lieutenant Thomas James Leis,"Metro-Dade Police Department, FL","EOW: Sunday, April 29, 1990",Cause of Death: Exposure to toxins,Exposure to toxins,4/29/1990,1990,FALSE,Metro-Dade Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Chief of Police Herman Dewayne Justus,"West Taylor Township Police Department, PA","EOW: Saturday, May 5, 1990",Cause of Death: Vehicle pursuit,Vehicle pursuit,5/5/1990,1990,FALSE,West Taylor Township Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Police Officer Thomas G. Burchfield,"Dallas Police Department, TX","EOW: Sunday, May 6, 1990",Cause of Death: Automobile accident,Automobile accident,5/6/1990,1990,FALSE,Dallas Police Department,TX,Austin,30.27467,-97.740349,Texas
Police Officer Michael Ross Okelberry,"Dallas Police Department, TX","EOW: Sunday, May 6, 1990",Cause of Death: Automobile accident,Automobile accident,5/6/1990,1990,FALSE,Dallas Police Department,TX,Austin,30.27467,-97.740349,Texas
Officer Ronald Shigeru Jitchaku,"Hawaii County Police Department, HI","EOW: Monday, May 7, 1990",Cause of Death: Assault,Assault,5/7/1990,1990,FALSE,Hawaii County Police Department,HI,Honolulu,21.307442,-157.857376,Hawaii
Officer Johnny Boyd Smith,"Frostproof Police Department, FL","EOW: Wednesday, May 9, 1990",Cause of Death: Automobile accident,Automobile accident,5/9/1990,1990,FALSE,Frostproof Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Deputy Sheriff Thomas Allen Ingram,"Orange County Sheriff's Office, FL","EOW: Saturday, May 12, 1990",Cause of Death: Vehicular assault,Vehicular assault,5/12/1990,1990,FALSE,Orange County Sheriff's Office,FL,Tallahassee,30.438118,-84.281296,Florida
"Sergeant Joseph Elmer Stine, Jr.","Charles County Sheriff's Office, MD","EOW: Saturday, May 12, 1990",Cause of Death: Heart attack,Heart attack,5/12/1990,1990,FALSE,Charles County Sheriff's Office,MD,Annapolis,38.978764,-76.490936,Maryland
Police Officer Gregory A. Hauser,"Chicago Police Department, IL","EOW: Sunday, May 13, 1990",Cause of Death: Gunfire,Gunfire,5/13/1990,1990,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Police Officer Raymond C. Kilroy,"Chicago Police Department, IL","EOW: Sunday, May 13, 1990",Cause of Death: Gunfire,Gunfire,5/13/1990,1990,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Sergeant Michael S. Monoc,"Sharon Police Department, PA","EOW: Wednesday, May 16, 1990",Cause of Death: Heart attack,Heart attack,5/16/1990,1990,FALSE,Sharon Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Corporal Willie Dale Taylor,"Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Saturday, May 19, 1990",Cause of Death: Automobile accident,Automobile accident,5/19/1990,1990,FALSE,Texas Department of Public Safety - Texas Highway Patrol,TX,Austin,30.27467,-97.740349,Texas
"Deputy Sheriff Jesse Earl McFarland, III","Liberty County Sheriff's Department, TX","EOW: Monday, May 21, 1990",Cause of Death: Automobile accident,Automobile accident,5/21/1990,1990,FALSE,Liberty County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Game Warden William Barry Decker,"Texas Parks and Wildlife Department - Law Enforcement Division, TX","EOW: Saturday, May 26, 1990",Cause of Death: Drowned,Drowned,5/26/1990,1990,FALSE,Texas Parks and Wildlife Department - Law Enforcement Division,TX,Austin,30.27467,-97.740349,Texas
Game Warden Franklin Bruce Hill,"Texas Parks and Wildlife Department - Law Enforcement Division, TX","EOW: Saturday, May 26, 1990",Cause of Death: Drowned,Drowned,5/26/1990,1990,FALSE,Texas Parks and Wildlife Department - Law Enforcement Division,TX,Austin,30.27467,-97.740349,Texas
Police Officer Rodney L. Bennett,"Detroit Police Department, MI","EOW: Monday, May 28, 1990",Cause of Death: Motorcycle accident,Motorcycle accident,5/28/1990,1990,FALSE,Detroit Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Deputy Sheriff Willie Ward Christian,"Pecos County Sheriff's Department, TX","EOW: Tuesday, May 29, 1990",Cause of Death: Automobile accident,Automobile accident,5/29/1990,1990,FALSE,Pecos County Sheriff's Department,TX,Austin,30.27467,-97.740349,Texas
Lieutenant Troy Duaine Woodall,"Alabama Alcoholic Beverage Control Board, AL","EOW: Wednesday, May 30, 1990",Cause of Death: Aircraft accident,Aircraft accident,5/30/1990,1990,FALSE,Alabama Alcoholic Beverage Control Board,AL,Montgomery,32.377716,-86.300568,Alabama
Special Agent Michael Lloyd Rector,"Tennessee Commercial Vehicle Enforcement Division, TN","EOW: Thursday, May 31, 1990",Cause of Death: Gunfire,Gunfire,5/31/1990,1990,FALSE,Tennessee Commercial Vehicle Enforcement Division,TN,Nashville,36.16581,-86.784241,Tennessee
Deputy Sheriff Donald Hill,"Val Verde County Sheriff's Office, TX","EOW: Thursday, May 31, 1990",Cause of Death: Automobile accident,Automobile accident,5/31/1990,1990,FALSE,Val Verde County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Patrolman Glayton Mitchell Parker,"Sullivan County Sheriff's Department, TN","EOW: Thursday, May 31, 1990",Cause of Death: Gunfire,Gunfire,5/31/1990,1990,FALSE,Sullivan County Sheriff's Department,TN,Nashville,36.16581,-86.784241,Tennessee
Police Officer Winfred S. Hunter,"Philadelphia Police Department, PA","EOW: Monday, June 4, 1990",Cause of Death: Gunfire,Gunfire,6/4/1990,1990,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Conservation Warden Andrew A. Krakow,"Wisconsin Department of Natural Resources, WI","EOW: Tuesday, June 5, 1990",Cause of Death: Gunfire,Gunfire,6/5/1990,1990,FALSE,Wisconsin Department of Natural Resources,WI,Madison,43.074684,-89.384445,Wisconsin
Corrections Employee Beverly Jo Taylor,"Ohio Department of Rehabilitation and Correction, OH","EOW: Thursday, June 7, 1990",Cause of Death: Stabbed,Stabbed,6/7/1990,1990,FALSE,Ohio Department of Rehabilitation and Correction,OH,Columbus,39.961346,-82.999069,Ohio
Police Officer Lorenzo L. Rodgers,"St. Louis Metropolitan Police Department, MO","EOW: Tuesday, June 12, 1990",Cause of Death: Gunfire,Gunfire,6/12/1990,1990,FALSE,St. Louis Metropolitan Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
Deputy Sheriff Janet Louise Rogers,"Big Horn County Sheriff's Department, MT","EOW: Thursday, June 14, 1990",Cause of Death: Gunfire,Gunfire,6/14/1990,1990,FALSE,Big Horn County Sheriff's Department,MT,Helena,46.585709,-112.018417,Montana
Police Officer Joaquin Montijo,"Philadelphia Police Department, PA","EOW: Friday, June 15, 1990",Cause of Death: Gunfire,Gunfire,6/15/1990,1990,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Officer James Harry McKnight,"West Sacramento Police Department, CA","EOW: Saturday, June 16, 1990",Cause of Death: Gunfire,Gunfire,6/16/1990,1990,FALSE,West Sacramento Police Department,CA,Sacramento,38.576668,-121.493629,California
Investigator Steven Paul Bolyard,"Florida State Attorney's Office - 1st Judicial Circuit, FL","EOW: Monday, June 18, 1990",Cause of Death: Gunfire,Gunfire,6/18/1990,1990,FALSE,Florida State Attorney's Office - 1st Judicial Circuit,FL,Tallahassee,30.438118,-84.281296,Florida
"Trooper Joseph Francis Moynihan, Jr.","Massachusetts State Police, MA","EOW: Tuesday, June 19, 1990",Cause of Death: Aircraft accident,Aircraft accident,6/19/1990,1990,FALSE,Massachusetts State Police,MA,Boston,42.358162,-71.063698,Massachusetts
Police Officer Patrick O. Briggs,"Phoenix Police Department, AZ","EOW: Wednesday, June 20, 1990",Cause of Death: Vehicle pursuit,Vehicle pursuit,6/20/1990,1990,FALSE,Phoenix Police Department,AZ,Phoenix,33.448143,-112.096962,Arizona
Officer Tommy De La Rosa,"Fullerton Police Department, CA","EOW: Thursday, June 21, 1990",Cause of Death: Gunfire,Gunfire,6/21/1990,1990,FALSE,Fullerton Police Department,CA,Sacramento,38.576668,-121.493629,California
"Police Officer Michael W. Burson, Sr.","Orlando Police Department, FL","EOW: Saturday, June 23, 1990",Cause of Death: Motorcycle accident,Motorcycle accident,6/23/1990,1990,FALSE,Orlando Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
Deputy Sheriff James Boyakin Barnett,"Simpson County Sheriff's Department, MS","EOW: Tuesday, June 26, 1990",Cause of Death: Gunfire,Gunfire,6/26/1990,1990,FALSE,Simpson County Sheriff's Department,MS,Jackson,32.303848,-90.182106,Mississippi
